Category,Question,SQL,Result,Condition,Table Used,Element
Schedules,Which lecturer teaches the Mathematics for Engineering course for class IA01 on Monday at 7:30 AM?,"SELECT DISTINCT T1.user_id, T1.fullname
FROM Users AS T1
INNER JOIN Lecturers AS T2
  ON T1.user_id = T2.lecturer_id
INNER JOIN ClassCourse AS T3
  ON T2.lecturer_id = T3.lecturer_id
INNER JOIN Schedules AS T4
  ON T3.class_course_id = T4.class_course_id
INNER JOIN Courses AS T5
  ON T3.course_id = T5.course_id
WHERE
  T5.course_name = 'Mathematics for Engineering'
  AND T3.class_id = 'IA01'
  AND DATENAME(weekday, T4.start_time) = 'Monday'
  AND CONVERT(TIME, T4.start_time) = '07:30:00';","[
  {
  ""user_id"": ""LEC01"",
  ""fullname"": ""Giang""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Schedules', 'Users']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'TIME', 'WHERE']"
Schedules,How many lecturers have classes scheduled on September 9th 2024?,"SELECT COUNT(DISTINCT cc.lecturer_id) 
FROM Schedules s JOIN ClassCourse cc ON s.class_course_id = cc.class_course_id 
WHERE CAST(s.start_time AS DATE) = '2024-09-09'","[
  {
  """": ""2""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AS', 'DATE', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show Professor Giang's schedule sorted by start time.,"SELECT
  C.course_name,
  CL.class_id,
  S.start_time,
  S.end_time,
  S.room,
  S.slot,
  CC.semester
FROM Users AS U
JOIN Lecturers AS L
  ON U.user_id = L.lecturer_id
JOIN ClassCourse AS CC
  ON L.lecturer_id = CC.lecturer_id
JOIN Schedules AS S
  ON CC.class_course_id = S.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Classes AS CL
  ON CC.class_id = CL.class_id
WHERE
  U.fullname LIKE N'%Giang' AND CC.semester = 'SP25'
ORDER BY
  S.start_time;","[
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1"",
  ""semester"": ""SP25""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2"",
  ""semester"": ""SP25""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3"",
  ""semester"": ""SP25""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4"",
  ""semester"": ""SP25""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5"",
  ""semester"": ""SP25""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Classes', 'Courses', 'Lecturers', 'Schedules', 'Users']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
Schedules,Show the schedule for course MAE this semester?,"SELECT
  T3.course_id,
  T2.class_id,
  T2.semester,
  T1.start_time,
  T1.end_time,
  T1.room,
  T1.slot
FROM Schedules AS T1
JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
JOIN Courses AS T3
  ON T2.course_id = T3.course_id
WHERE T2.course_id = 'MAE' AND T2.semester = 'SP25';",[],"{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show my schedule for all the classes I am currently enrolled in.,"SELECT
  T4.course_name,
  T3.class_id,
  T1.start_time,
  T1.end_time,
  T1.room,
  T1.slot
FROM Schedules AS T1
JOIN ClassCourse AS T3
  ON T1.class_course_id = T3.class_course_id
JOIN Enrollments AS T2
  ON T3.class_course_id = T2.class_course_id
JOIN Courses AS T4
  ON T3.course_id = T4.course_id
WHERE
  T2.student_id = 'HE001' AND T2.status = 'Studying';","[
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-06 10:00:00"",
  ""end_time"": ""2025-01-06 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""1""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-08 07:30:00"",
  ""end_time"": ""2025-01-08 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""2""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-13 10:00:00"",
  ""end_time"": ""2025-01-13 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""3""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-15 07:30:00"",
  ""end_time"": ""2025-01-15 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""4""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""class_id"": ""AI01"",
  ""start_time"": ""2025-01-20 10:00:00"",
  ""end_time"": ""2025-01-20 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments', 'Schedules']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which classes start after 10:00 AM this semester?,"SELECT DISTINCT T2.class_id
FROM Schedules AS T1
INNER JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
INNER JOIN Courses AS T3
  ON T2.course_id = T3.course_id
WHERE
  CAST(T1.start_time AS TIME) > '10:00:00' AND T2.semester = 'SP25';","[
  {
  ""class_id"": ""IA01""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'TIME', 'WHERE']"
Schedules,Show my schedule for the next week,"SELECT
    Cou.course_name,
    CC.class_id,
    Sch.start_time,
    Sch.end_time,
    Sch.room,
    Sch.slot
FROM Schedules AS Sch
JOIN ClassCourse AS CC
    ON Sch.class_course_id = CC.class_course_id
JOIN Courses AS Cou
    ON CC.course_id = Cou.course_id
JOIN Enrollments AS E
    ON CC.class_course_id = E.class_course_id
JOIN Students AS S
    ON E.student_id = S.student_id
WHERE
    S.student_id = 'HE001'
    AND Sch.start_time >= GETDATE()
    AND Sch.start_time < DATEADD(day, 7, GETDATE());",[],"{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments', 'Schedules', 'Students']","['AND', 'AS', 'DAY', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show my schedule for the next week,"SELECT
    Cou.course_name,
    CC.class_id,
    Sch.start_time,
    Sch.end_time,
    Sch.room,
    Sch.slot
FROM Schedules AS Sch
JOIN ClassCourse AS CC
    ON Sch.class_course_id = CC.class_course_id
JOIN Courses AS Cou
    ON CC.course_id = Cou.course_id
WHERE
    CC.lecturer_id = 'LEC01' 
    AND Sch.start_time >= GETDATE() 
    AND Sch.start_time < DATEADD(day, 7, GETDATE());",[],"{""role"": ""Lecturer"", ""identity"": [""LEC01""]}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DAY', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,What courses have no schedules assigned this semester?,"SELECT T1.course_id, T1.course_name
FROM Courses AS T1
WHERE NOT EXISTS (
    SELECT 1
    FROM ClassCourse AS T2
    INNER JOIN Schedules AS T3 ON T2.class_course_id = T3.class_course_id
    WHERE T2.course_id = T1.course_id
      AND T2.semester = 'SP25' 
);","[
  {
  ""course_id"": ""CEA"",
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_id"": ""CPV"",
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_id"": ""CSI"",
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_id"": ""IAA"",
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""course_id"": ""IAP"",
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""course_id"": ""ISM"",
  ""course_name"": ""Enterprise Resource Planning (ERP)""
  },
  {
  ""course_id"": ""ISP"",
  ""course_name"": ""Information System Programming Project""
  },
  {
  ""course_id"": ""ITA"",
  ""course_name"": ""Information System Design & Analysis""
  },
  {
  ""course_id"": ""MAE"",
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_id"": ""SWD"",
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""course_id"": ""SWP"",
  ""course_name"": ""Software development project""
  },
  {
  ""course_id"": ""SWR"",
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'EXISTS', 'FROM', 'INNER JOIN', 'NOT', 'ON', 'SELECT', 'WHERE']"
Schedules,"Show my class schedule for this semester, including the instructors.","SELECT
    C.course_name,
    LU.fullname,
    S.start_time , 
    S.end_time ,     
    S.room,
    S.slot
FROM Enrollments AS E
JOIN Students AS ST ON E.student_id = ST.student_id
JOIN ClassCourse AS CC ON E.class_course_id = CC.class_course_id
JOIN Courses AS C ON CC.course_id = C.course_id
JOIN Schedules AS S ON CC.class_course_id = S.class_course_id
JOIN Lecturers AS L ON CC.lecturer_id = L.lecturer_id
JOIN Users AS LU ON L.lecturer_id = LU.user_id
WHERE
    ST.student_id = 'HE001' 
    AND CC.semester = 'SP25';","[
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4""
  },
  {
  ""course_name"": ""Machine Learning"",
  ""fullname"": ""Giang"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-06 10:00:00"",
  ""end_time"": ""2025-01-06 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""1""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-08 07:30:00"",
  ""end_time"": ""2025-01-08 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""2""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-13 10:00:00"",
  ""end_time"": ""2025-01-13 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""3""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-15 07:30:00"",
  ""end_time"": ""2025-01-15 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""4""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""fullname"": ""Phuong"",
  ""start_time"": ""2025-01-20 10:00:00"",
  ""end_time"": ""2025-01-20 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""5""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments', 'Lecturers', 'Schedules', 'Students', 'Users']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
